# 24 columns: send_time_s, waist_q x4, arm_q_l x7, arm_q_r x7, cap_l, cap_r, head_q x2, post_segment_delay_s
# SDK cap convention: 0=closed, 1=open. First row is an unvalidated transition from live state.
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367663,0.4281313114,-0.2979721268,-0.0282960513,-0.3700625435,-0.2302520312,0.2990006778,0.0557786809,-0.4158402460,0.2968933871,-0.0106567773,0.3588711246,-0.2461058930,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524367677,0.4281313117,-0.2979721266,-0.0282960527,-0.3700625433,-0.2302520323,0.2990006778,0.0557786837,-0.4158402467,0.2968933866,-0.0106567792,0.3588711243,-0.2461058946,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,-0.1500000000,0.3000000000,-0.0627335374,0.0000000000,0.0524361804,0.4281311818,-0.2979722042,-0.0282954746,-0.3700626337,-0.2302516018,0.2990006778,0.0557775326,-0.4158399815,0.2968935696,-0.0106560093,0.3588712403,-0.2461052479,-0.3034068674,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
